SalesOrderNumber,OrderDate,CustomerName,EmailAddress,Item,Quantity,UnitPrice,TaxAmount,ProductMetadata
SO1206,2024-06-01,Sarah Oliver,,Gadget Y,0,77.98,6.24,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1207,2024-05-20,Michael Crawford,whiterobert@example.net,Widget C,3,99.1,7.93,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1208,2024-07-02,Heather Newton,davidramirez@example.com,Gadget X,0,26.24,2.1,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1209,2024-09-18,Jamie Bradley,reyesjohn@example.com,Widget C,1,29.28,2.34,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1210,2025-01-23,Wanda Anderson,jacobhughes@example.net,Widget A,5,33.74,2.7,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1211,2025-01-20,Brendan Whitney,mortonrenee@example.net,Widget B,3,10.82,0.87,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1212,2024-07-20,Joshua Wright,jacobcrosby@example.com,Gadget Y,1,46.23,3.7,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1213,2025-02-27,Elizabeth Perry,,Gadget Y,2,80.27,6.42,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1214,2025-05-04,Mark Evans,,Widget A,1,25.08,2.01,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1215,2025-03-15,Megan Shepherd,florestara@example.org,Widget A,10,41.17,3.29,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1216,2025-03-12,Kyle Torres,lwalker@example.com,Widget B,5,55.0,4.4,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1217,2024-09-24,Alexis Glass,rickeymcmillan@example.net,Gadget X,2,51.38,4.11,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1218,2024-12-07,Margaret Fuller,martintricia@example.org,Gadget X,5,54.19,4.34,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1219,2025-02-03,Joshua Glover,wagnersteven@example.org,Widget B,1,80.53,6.44,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1220,2025-03-05,Ashley Ellis,,Gadget Y,20,35.72,2.86,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1221,2024-05-19,Stacy Curry,nicholasjordan@example.org,Gadget X,3,68.54,5.48,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1222,2025-02-10,Emily Reed,zacharycook@example.net,Gadget X,20,55.17,4.41,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1223,2024-06-11,David Jensen,vincent64@example.org,Widget C,20,34.92,2.79,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1224,2024-05-26,Frank Hartman,keith86@example.com,Widget C,0,73.75,5.9,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1225,2024-07-20,Jeffery Graham,jsmith@example.org,Gadget Y,5,60.31,4.82,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1226,2025-02-26,Jill Hunt,hpham@example.net,Gadget X,0,69.82,5.59,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1227,2025-03-08,Stephanie Thomas,,Widget C,10,14.39,1.15,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1228,2024-11-22,Mr. Kenneth Solomon IV,keithrivers@example.org,Gadget X,1,77.85,6.23,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1229,2025-01-03,Brendan Smith,xmendez@example.com,Widget C,0,50.22,4.02,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1230,2024-07-26,Lisa Williams,cunninghamdavid@example.com,Widget A,5,47.38,3.79,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1231,2024-09-26,Gabrielle Knight,eblake@example.com,Widget B,3,47.41,3.79,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1232,2025-01-14,Joseph Kennedy DVM,crossadam@example.org,Widget A,2,75.28,6.02,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1233,2024-06-13,Sharon Lang,johnhendricks@example.net,Gadget Y,0,93.02,7.44,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1234,2025-02-20,Karina Lane,gkerr@example.net,Widget C,20,69.03,5.52,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1235,2025-05-16,Scott Williams,millersabrina@example.org,Widget B,10,37.12,2.97,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1236,2025-01-26,Susan Hall,laurensmith@example.org,Widget B,1,98.65,7.89,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1237,2024-10-19,Heather Weber,sparksashley@example.org,Widget B,0,84.59,6.77,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1238,2024-11-09,Cindy Allison,beckyhiggins@example.com,Gadget Y,1,33.02,2.64,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1239,2025-04-25,Matthew Lee,haroldcompton@example.com,Widget C,0,58.18,4.65,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1240,2024-08-29,Aaron Farley,brandon41@example.org,Gadget X,0,63.92,5.11,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1241,2024-11-17,Anthony Hernandez,kmatthews@example.org,Gadget Y,2,95.87,7.67,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1242,2025-05-05,Robert Rojas,mcgrathjack@example.com,Gadget Y,0,73.91,,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1243,2024-08-27,Andrew Baldwin,owenlisa@example.net,Widget A,10,68.95,5.52,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1244,2024-09-16,Warren Pittman,katrina82@example.com,Gadget X,5,65.85,5.27,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1245,2024-08-22,Xavier Boone,shawnbryant@example.org,Widget C,2,94.88,7.59,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1246,2024-06-16,Todd Johnson,wmoreno@example.org,Widget C,3,54.99,4.4,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1247,2024-05-31,Kimberly Armstrong,elawrence@example.org,Gadget X,0,27.34,2.19,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1248,2024-11-01,Mitchell Kennedy,plewis@example.com,Widget B,2,73.74,5.9,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1249,2024-05-30,Barbara Jackson,williamsthomas@example.com,Gadget X,3,70.17,5.61,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1250,2024-08-16,Gina Cox,travis07@example.net,Widget C,10,85.62,6.85,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1251,2025-02-17,Lisa Williams,mdoyle@example.com,Widget B,10,77.16,6.17,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1252,2025-01-14,Michaela Smith,krussell@example.com,Widget B,5,13.51,1.08,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1253,2025-04-18,Lisa Williams,pbaird@example.net,Widget A,3,11.69,0.94,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1254,2025-04-25,Lawrence Matthews,christopher45@example.org,Widget A,20,82.83,6.63,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1255,2024-08-12,Leslie Arellano,maria41@example.org,Widget C,10,53.72,4.3,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1256,2025-02-23,David Owen,collinspaul@example.org,Gadget Y,5,37.32,2.99,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1257,2024-07-23,Joshua Pena,kellyjohnson@example.net,Gadget Y,1,75.79,6.06,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1258,2025-01-31,Bryan Jensen,thomaserin@example.org,Gadget Y,1,36.58,2.93,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1259,2024-07-22,Eric Smith,teresasuarez@example.org,Widget A,20,72.32,5.79,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1260,2025-02-05,Susan Salinas,ymedina@example.org,Widget B,1,74.05,5.92,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1261,2024-06-07,James Reed,cynthia17@example.net,Widget B,,55.93,4.47,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1262,2024-11-09,Evan Phillips,toddcameron@example.com,Widget A,2,49.07,3.93,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1263,2024-10-08,Monica Ramirez,kevin40@example.net,Widget A,0,49.03,3.92,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1264,2025-04-15,Lucas Fritz,latkins@example.net,Gadget X,1,34.51,2.76,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1265,2025-02-26,David Phillips DVM,brianaguilar@example.net,Gadget Y,20,41.5,,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1266,2024-06-17,Anthony Preston,monicabryant@example.org,Gadget Y,2,45.86,3.67,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1267,2024-09-12,David Galloway,hodgesdavid@example.com,Widget A,10,29.74,2.38,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1268,2024-09-17,Monica Ramirez,cruzjennifer@example.com,Gadget Y,3,69.46,5.56,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1269,2024-10-12,Charles Ball,collinsdaniel@example.com,Widget C,20,10.32,0.83,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1270,2024-08-27,Christopher Lester,marcuswillis@example.org,Gadget X,,15.23,1.22,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1271,2024-05-19,Kellie Lloyd,,Widget B,0,14.37,1.15,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1272,2025-01-17,Gina Gallagher,norman36@example.net,Widget C,3,45.32,3.63,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1273,2024-11-03,Jennifer Brown,erose@example.net,Gadget X,,90.34,7.23,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1274,2025-03-18,Robert Allen,coxblake@example.com,Widget C,3,70.91,5.67,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1275,2024-12-16,Melissa Howe,aguilartiffany@example.net,Widget B,3,50.09,4.01,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1276,2024-10-07,Albert Drake,omcknight@example.net,Widget A,,40.63,3.25,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1277,2024-12-21,Michelle Bailey,bblake@example.net,Gadget X,20,16.41,1.31,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1278,2025-02-01,Melissa Evans,anthony66@example.net,Widget C,2,19.36,1.55,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1279,2024-06-11,Wesley Liu,obranch@example.com,Gadget X,,32.73,2.62,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1280,2025-03-13,Amanda Marshall,mary09@example.com,Widget B,5,69.65,5.57,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1281,2024-07-22,Angela Hunt,hammondjenna@example.net,Gadget Y,1,35.49,,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1282,2024-07-28,Brittney Ballard,scott38@example.com,Widget B,2,38.83,3.11,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1283,2025-04-01,Teresa Brown,kenneth32@example.net,Widget A,1,78.66,6.29,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1284,2024-12-25,Tyler Jones,jsalazar@example.com,Gadget X,20,32.69,2.62,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1285,2024-06-20,Justin Kelly,markwatts@example.com,Widget A,10,23.43,1.87,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1286,2024-06-18,Frank Hartman,lonnie31@example.net,Widget B,1,31.85,2.55,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1287,2024-09-07,Sara George,martinezjoseph@example.com,Gadget Y,0,38.88,3.11,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1288,2025-03-26,Gloria Harris,hendersonmary@example.com,Widget C,20,89.94,7.2,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1289,2024-08-02,Joseph Lawrence,zjones@example.org,Gadget Y,20,44.94,3.6,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1290,2025-03-10,Jennifer Burton,teresa92@example.net,Gadget X,20,89.73,7.18,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1291,2024-08-22,Jonathan Tucker,uyork@example.net,Widget C,20,94.23,7.54,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1292,2024-05-30,Michael Hunter,,Gadget X,10,68.98,5.52,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1293,2024-08-14,John Jones,christina04@example.org,Widget A,1,60.7,4.86,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1294,2024-12-26,Brendan Smith,jeffreyolson@example.org,Widget A,10,20.75,1.66,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1295,2024-07-22,Jonathan Fry,kyle26@example.org,Widget A,3,37.0,2.96,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1296,2024-07-20,Robert Owens,robert64@example.net,Widget C,0,25.63,2.05,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1297,2024-11-07,Brooke Reed,stonejohn@example.org,Widget B,0,10.25,0.82,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1298,2024-09-07,Sarah Bishop,pricealexis@example.net,Widget B,2,48.89,3.91,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1299,2024-09-11,David Jensen,curtiskayla@example.org,Widget C,5,29.25,2.34,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1300,2025-04-16,Stacy Curry,brian10@example.org,Widget C,5,70.6,5.65,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1301,2024-11-17,Tonya Montgomery,robert27@example.org,Widget B,10,68.35,5.47,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1302,2024-12-31,Russell Becker,kvaldez@example.net,Widget B,5,89.21,7.14,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1303,2025-01-14,Angela Hunt,michellesantana@example.net,Gadget X,2,45.25,3.62,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1304,2024-06-16,Teresa Best,nmartinez@example.org,Widget C,3,52.35,4.19,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1305,2024-07-02,Tonya Montgomery,elizabeth61@example.net,Widget A,0,76.62,,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1306,2025-01-09,Paul Ellis,marksoto@example.org,Gadget X,1,97.03,7.76,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1307,2024-10-31,Shawn Stone,,Gadget X,,48.52,3.88,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1308,2024-12-25,Heather Weber,martinezjason@example.com,Gadget X,0,90.46,7.24,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1309,2025-03-16,Edward Thomas,gaykathryn@example.com,Gadget X,10,23.82,1.91,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1310,2024-07-09,Eric Smith,shelby79@example.net,Widget A,0,44.93,3.59,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1311,2025-02-20,Anthony Howell,colonchristopher@example.org,Widget A,5,12.86,1.03,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1312,2024-09-09,Leon Doyle,taylorkyle@example.net,Widget C,5,54.47,4.36,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1313,2024-08-11,Tyler Randall,edwardsmith@example.org,Widget C,1,27.99,2.24,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1314,2024-06-16,Ronald Wagner,paulcurry@example.net,Gadget X,3,86.0,6.88,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1315,2025-01-14,Antonio Moss,greengary@example.org,Gadget Y,0,19.38,1.55,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1316,2024-05-28,Joseph Kennedy DVM,johncurtis@example.com,Gadget X,5,74.62,5.97,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1317,2025-01-08,Ronald Wagner,cmcdonald@example.org,Gadget Y,2,20.74,,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1318,2025-03-22,Eric Smith,barbara33@example.net,Gadget Y,0,96.87,7.75,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1319,2024-08-03,Jacqueline Johnson,brandy30@example.net,Widget B,1,17.56,1.4,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1320,2025-02-05,Amy Sherman,kbryan@example.org,Widget C,2,24.78,1.98,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1321,2025-03-10,Amy Green,james80@example.net,Widget A,2,40.81,3.26,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1322,2025-03-08,Edward Nelson,perkinsolivia@example.net,Widget C,3,12.79,1.02,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1323,2025-02-26,Cheyenne Henderson,reyesmichelle@example.net,Widget B,2,68.65,5.49,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1324,2024-12-25,Dawn Yates,rebeccahodges@example.org,Gadget Y,2,64.04,5.12,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1325,2024-05-25,Derrick Robinson,marquezmary@example.net,Gadget Y,0,19.11,1.53,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1326,2024-10-20,Chad Davis,jthompson@example.org,Gadget Y,1,60.07,4.81,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1327,2024-06-11,Amanda Crawford,lisadixon@example.com,Widget C,10,90.59,7.25,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1328,2024-08-01,Daniel Martin,cgarcia@example.org,Widget B,5,32.7,2.62,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1329,2024-11-04,Jason Day,kfarley@example.org,Gadget X,0,37.02,2.96,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1330,2025-03-23,Brittany Huber,kennethgregory@example.org,Gadget X,2,80.74,6.46,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1331,2025-04-23,Amanda Davis,rcallahan@example.org,Widget A,3,66.78,5.34,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1332,2025-01-19,Derrick Anderson,melissabrown@example.org,Gadget X,0,20.88,1.67,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1333,2024-12-13,Brianna Nelson,parker10@example.org,Widget A,10,26.9,2.15,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1334,2025-05-03,Eduardo Lloyd,,Widget C,0,16.45,1.32,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1335,2024-12-12,Susan Hall,harrisonjacob@example.org,Widget A,2,74.33,5.95,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1336,2025-01-22,Alejandra Lucas,mjackson@example.org,Gadget Y,1,17.24,1.38,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1337,2025-03-15,Brendan Whitney,jsmith@example.net,Widget C,5,68.48,5.48,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1338,2025-04-19,Kristin Wang,jonathan77@example.net,Gadget Y,3,79.43,6.35,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1339,2024-09-15,Joseph Kennedy DVM,wilsondale@example.net,Widget B,5,42.49,3.4,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1340,2024-12-09,Robert Allen,hansonnatalie@example.org,Gadget Y,0,24.33,1.95,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1341,2024-08-17,Anthony Preston,sarah45@example.org,Widget C,0,24.95,2.0,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1342,2025-03-25,Melissa Davis,bradybailey@example.org,Widget A,20,31.12,2.49,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1343,2024-05-30,James Marsh,omills@example.net,Gadget X,20,77.88,6.23,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1344,2024-06-01,Vincent Hernandez,,Gadget Y,10,61.11,4.89,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1345,2025-03-12,Amanda Marshall,smithalyssa@example.net,Gadget X,,63.79,5.1,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1346,2024-09-14,Miguel Martinez,mitchelllogan@example.net,Gadget X,2,76.25,6.1,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1347,2024-08-05,Phillip Clark,morganallen@example.org,Widget A,2,48.24,3.86,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1348,2025-04-12,Michelle Allen,,Gadget X,5,32.0,2.56,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1349,2024-12-17,Benjamin Prince,hernandezaaron@example.net,Widget B,1,40.34,3.23,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1350,2024-08-30,Joy Roberts,,Widget C,20,45.48,3.64,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1351,2025-03-16,Donna Ewing,simscandice@example.org,Widget A,3,97.29,7.78,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1352,2024-10-10,Brendan Smith,elliskristen@example.org,Gadget X,2,18.49,1.48,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1353,2024-07-12,Heather Knight,ehernandez@example.net,Gadget Y,3,41.2,3.3,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1354,2024-12-10,Juan Jones,susannichols@example.net,Widget A,0,59.5,4.76,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1355,2024-09-09,Anthony Dixon,olong@example.org,Gadget X,10,27.45,2.2,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1356,2025-03-31,Brianna Nelson,fmckinney@example.com,Gadget X,10,64.43,,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1357,2024-12-30,Monica Walker,oanderson@example.org,Widget C,10,42.77,3.42,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1358,2025-05-12,Melissa Howe,kalvarado@example.net,Widget C,3,10.91,0.87,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1359,2025-01-05,Todd Johnson,scott71@example.net,Widget C,5,74.1,5.93,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1360,2024-05-22,Chad Bird,williamsaaron@example.com,Gadget Y,2,85.89,6.87,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1361,2024-06-17,Nicholas Garrett,ugibson@example.net,Gadget Y,20,49.76,3.98,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1362,2025-03-23,Kimberly Saunders,shane96@example.net,Gadget X,20,35.15,2.81,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1363,2025-03-24,Juan Jones,lluna@example.org,Gadget Y,10,90.62,7.25,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1364,2024-12-15,Kathleen Duke,nramos@example.net,Widget C,1,43.76,3.5,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1365,2025-02-02,Debra Collins,mark84@example.org,Gadget Y,1,39.28,,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1366,2025-03-21,Jerome Martin,kimberlygarcia@example.net,Gadget X,20,59.91,4.79,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1367,2024-08-03,Albert Drake,david33@example.com,Widget C,2,32.7,2.62,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1368,2024-12-15,Melanie Murphy,denisewilliams@example.org,Gadget X,2,36.65,2.93,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1369,2024-08-10,Megan Rogers,christopher59@example.net,Gadget X,0,62.28,4.98,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1370,2024-09-12,Melissa Nelson,jonathan30@example.com,Gadget Y,0,67.24,5.38,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1371,2024-09-29,Sharon Jones,,Gadget Y,10,71.26,5.7,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1372,2025-04-15,Derrick Robinson,vwhite@example.net,Widget A,20,27.33,2.19,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1373,2024-12-03,Leslie Doyle,robinsonkimberly@example.com,Widget A,3,24.02,1.92,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1374,2024-08-22,Mrs. Charlotte Brooks,hperez@example.net,Widget C,2,34.62,2.77,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1375,2024-06-23,Taylor Higgins,lindseymcintosh@example.net,Widget B,20,76.2,6.1,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1376,2024-11-01,Gina Cox,amber12@example.org,Widget A,5,27.5,2.2,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1377,2025-02-05,Christopher Page,shelbysmith@example.org,Widget C,1,22.98,1.84,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1378,2024-12-01,Juan Jones,jacksmith@example.com,Gadget Y,20,88.68,7.09,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1379,2025-04-03,Monique Peters,,Widget C,,78.73,6.3,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1380,2024-10-21,Victoria Tran,hannah72@example.org,Gadget X,10,14.3,1.14,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1381,2025-04-22,Erika Martinez,,Gadget X,1,46.17,3.69,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1382,2024-12-20,Melissa Flores,nicole45@example.com,Gadget Y,0,47.66,3.81,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1383,2024-06-01,Rebecca Johnson,millerbrian@example.org,Gadget Y,0,65.3,5.22,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1384,2024-05-21,Tara Mendez,urodriguez@example.org,Widget C,10,29.81,2.38,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1385,2024-09-18,Karen Wallace,stephen84@example.net,Gadget X,10,59.54,4.76,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1386,2025-04-11,Tara Mendez,bennetteric@example.com,Widget A,0,88.27,7.06,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1387,2024-11-10,Victoria Tran,victoriaadams@example.org,Gadget X,10,69.49,,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1388,2025-03-30,Derrick Anderson,nicole25@example.net,Widget B,5,29.52,2.36,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1389,2025-01-01,Leslie Winters,sharper@example.net,Widget B,1,70.53,5.64,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1390,2025-05-05,Jonathan Tucker,robert54@example.com,Widget B,10,20.64,1.65,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1391,2024-12-14,Kimberly Armstrong,morrisamy@example.org,Widget A,5,64.55,5.16,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1392,2024-06-11,Vincent Hernandez,dhogan@example.com,Widget C,,85.83,,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1393,2025-02-21,Amy Fletcher,christina25@example.org,Widget A,1,35.52,2.84,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1394,2025-03-24,Tyler Boyd,jennifer28@example.org,Widget B,3,39.31,3.14,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1395,2025-01-12,Andrea Harris,bharris@example.net,Widget C,,40.95,3.28,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1396,2024-09-05,Russell Becker,jefferychavez@example.org,Widget A,10,65.85,5.27,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
